"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","network.protocol","destination.address","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 03:34:01.095","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:01.095","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:01.095","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.152","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.152","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.152","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.152","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.152","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.150","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.149","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.149","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.147","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.133","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.132","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.132","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.132","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.132","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.132","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.132","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.132","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.131","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.094","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.094","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.094","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.094","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.094","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.094","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.093","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.091","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.091","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.091","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.091","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.091","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:34:00.091","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.139","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.139","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.139","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.138","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.127","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.126","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.126","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.126","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.126","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.126","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.126","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.126","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.099","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.099","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.098","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.098","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.098","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.077","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.075","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.075","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:59.075","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
