"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","network.protocol","destination.address","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 03:33:54.022","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.022","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.022","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.021","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.021","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.021","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.021","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.021","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.016","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:54.011","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.065","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.065","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.065","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.065","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.065","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.063","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.061","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.061","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:53.060","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:52.981","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:52.981","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:52.073","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:52.002","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:49.000","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:42.800","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:41.729","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:37.555","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:34.442","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:33.427","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:32.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:29.917","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:29.892","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:24.859","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:24.813","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:24.807","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:24.797","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:19.276","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.878","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.864","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.822","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",tls,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.822","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",tls,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.822","-","10.10.1.10","-","-","-","-",network,anomaly,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.822","-","10.10.1.10","-","-","-","-",network,anomaly,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.791","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",tls,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.791","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",tls,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.791","-","10.10.1.10","-","-","-","-",network,anomaly,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.791","-","10.10.1.10","-","-","-","-",network,anomaly,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.791","-","10.10.1.10","-","-","-","-",network,tls,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",tls,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.756","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.747","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.635","-","10.10.1.10","-","-","-","-",network,ssh,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ssh,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:06.007","-","10.10.1.10","-","-","-","-",network,ssh,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ssh,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.827","-","10.10.1.10","-","-","-","-",network,ssh,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ssh,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.634","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.617","-","10.10.1.10","-","-","-","-",network,ssh,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ssh,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.611","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.507","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.491","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.491","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.443","-","10.10.1.10","-","-","-","-",network,ssh,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ssh,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.436","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.379","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.355","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:05.353","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:04.558","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:02.430","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:32:58.801","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:32:56.673","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:32:54.538","-","10.10.1.10","-","-","-","-","network, intrusion_detection",alert,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:32:53.897","-","10.10.1.10","-","-","-","-",network,ftp,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54",ftp,"10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:31:16.649","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 239.255.255.250","-","-","-","-","239.255.255.250","-","239.255.255.250","-","-","-","-","-","-"
