"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","destination.address","network.protocol","destination.port","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",42510,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",13,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6667,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8088,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",27353,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2725,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1007,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32781,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1972,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3322,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",40193,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6565,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9080,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1059,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5357,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1076,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2607,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1061,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",211,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1066,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9618,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5080,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.475","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",52822,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",25,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1065,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",13456,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",60020,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5904,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1121,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1114,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16992,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.474","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10629,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.470","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1521,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.470","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",144,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.470","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7800,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.470","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",12265,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.470","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.470","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9207,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32768,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7004,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6839,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1719,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",999,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10010,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1300,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",24800,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5405,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7921,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3871,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32778,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10024,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",711,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3880,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1034,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6668,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",42,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49153,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.468","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2702,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8333,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9900,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5009,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1217,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",646,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1783,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1244,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6006,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5190,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49157,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1124,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.461","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2135,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",16993,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1216,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2301,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1112,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",783,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7625,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",749,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",259,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3371,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2111,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.458","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",24444,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.457","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1113,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",23,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",843,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",700,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5859,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9220,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8994,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1900,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1072,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1287,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",554,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3404,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1010,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5922,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1029,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.450","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3801,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:22.447","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4449,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.491","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",110,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",89,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",63331,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1594,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7741,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1069,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5678,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6129,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7512,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32777,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",85,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49158,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6779,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3128,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.482","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3493,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9878,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3690,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2021,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3945,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4002,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9666,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8180,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:21.476","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",800,"-","-","-","-","-","-"
