"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","destination.address","network.protocol","destination.port","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8649,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49152,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",35500,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",27356,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.380","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3351,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.380","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1058,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3306,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2251,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9111,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1864,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1100,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1043,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7070,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",113,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",667,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5269,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1063,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5555,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",61900,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49165,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9091,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4848,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",70,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1111,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1078,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5101,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",25734,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3546,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8007,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8654,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",65129,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.379","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6901,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4111,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1658,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5925,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",514,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1914,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5431,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.375","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",563,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.374","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",64680,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4006,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",280,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7920,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",17,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5222,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6123,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9500,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",20828,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1805,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",497,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6666,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.372","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",15660,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.371","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2998,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.371","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5950,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.371","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4321,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.371","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1322,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.371","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7201,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.371","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32771,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.371","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5902,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.359","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",53,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.359","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",12174,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.359","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1021,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.359","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",50006,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.355","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",143,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.355","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2022,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.349","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32772,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.345","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5226,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.345","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",15004,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.345","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9101,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.345","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7106,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.345","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1002,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.345","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2161,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.342","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",17877,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9102,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1700,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5963,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1524,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",44443,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3001,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5850,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",18040,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.340","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2394,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3052,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5214,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",45100,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9001,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3905,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4125,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1461,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2030,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",51103,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5566,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.247","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3784,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.246","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2043,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.236","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1105,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.236","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2557,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.236","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32770,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.236","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8100,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.236","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3325,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4224,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3869,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",19315,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3920,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3986,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2045,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",10009,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3071,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",990,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2042,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.234","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3390,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.224","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5001,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.224","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6646,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.224","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",19780,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.224","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4900,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.224","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",18988,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.224","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7200,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:16.224","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",14442,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.215","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",21,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.215","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4129,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.213","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",993,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.212","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5221,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.209","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1875,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.209","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",15003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.207","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",11967,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.206","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",135,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:15.204","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1079,"-","-","-","-","-","-"
